  In (0,2), the ground is expected to be light grey, but it is white.
  In (51,41), the ground is expected to be light grey, but it is white.
  In (51,42), the ground is expected to be light grey, but it is white.
  In (51,44), the ground is expected to be white, but it is light grey.
  In (51,46), the ground is expected to be white, but it is light grey.
  In (51,48), the ground is expected to be light grey, but it is white.
  In (51,49), the ground is expected to be light grey, but it is white.
  In (51,53), the ground is expected to be white, but it is light grey.
  In (51,56), the ground is expected to be light grey, but it is white.
  In (51,57), the ground is expected to be white, but it is light grey.
  In (51,62), the ground is expected to be light grey, but it is white.
  In (52,1), the ground is expected to be light grey, but it is white.
  In (52,5), the ground is expected to be light grey, but it is white.
  In (52,8), the ground is expected to be light grey, but it is white.
  In (52,12), the ground is expected to be light grey, but it is white.
  In (52,15), the ground is expected to be light grey, but it is white.
  In (52,21), the ground is expected to be white, but it is light grey.
  In (52,22), the ground is expected to be light grey, but it is white.
  In (52,26), the ground is expected to be light grey, but it is white.
  In (52,28), the ground is expected to be white, but it is light grey.
  In (52,29), the ground is expected to be light grey, but it is white.
  In (52,30), the ground is expected to be white, but it is light grey.
  In (52,32), the ground is expected to be white, but it is light grey.
  In (52,35), the ground is expected to be white, but it is light grey.
  In (52,36), the ground is expected to be light grey, but it is white.
  In (52,37), the ground is expected to be white, but it is light grey.
  In (52,40), the ground is expected to be light grey, but it is white.
  In (52,43), the ground is expected to be light grey, but it is white.
  In (52,44), the ground is expected to be white, but it is light grey.
  In (52,46), the ground is expected to be white, but it is light grey.
  In (52,47), the ground is expected to be light grey, but it is white.
  In (52,50), the ground is expected to be light grey, but it is white.
  In (52,56), the ground is expected to be white, but it is light grey.
  In (52,57), the ground is expected to be light grey, but it is white.
  In (52,61), the ground is expected to be light grey, but it is white.
  In (53,0), the ground is expected to be light grey, but it is white.
  In (53,6), the ground is expected to be light grey, but it is white.
  In (53,7), the ground is expected to be light grey, but it is white.
  In (53,13), the ground is expected to be light grey, but it is white.
  In (53,14), the ground is expected to be light grey, but it is white.
  In (53,19), the ground is expected to be white, but it is light grey.
  In (53,20), the ground is expected to be light grey, but it is white.
  In (53,27), the ground is expected to be light grey, but it is white.
  In (53,28), the ground is expected to be light grey, but it is white.
  In (53,29), the ground is expected to be white, but it is light grey.
  In (53,31), the ground is expected to be white, but it is light grey.
  In (53,35), the ground is expected to be light grey, but it is white.
  In (53,36), the ground is expected to be white, but it is light grey.
  In (53,41), the ground is expected to be light grey, but it is white.
  In (53,42), the ground is expected to be light grey, but it is white.
  In (53,43), the ground is expected to be white, but it is light grey.
  In (53,45), the ground is expected to be white, but it is light grey.
  In (53,47), the ground is expected to be white, but it is light grey.
  In (53,48), the ground is expected to be light grey, but it is white.
  In (53,49), the ground is expected to be light grey, but it is white.
  In (53,53), the ground is expected to be white, but it is light grey.
  In (53,56), the ground is expected to be light grey, but it is white.
  In (53,57), the ground is expected to be white, but it is light grey.
  In (53,62), the ground is expected to be light grey, but it is white.
  In (54,3), the ground is expected to be light grey, but it is white.
  In (54,10), the ground is expected to be light grey, but it is white.
  In (54,17), the ground is expected to be light grey, but it is white.
  In (54,18), the ground is expected to be white, but it is light grey.
  In (54,20), the ground is expected to be white, but it is light grey.
  In (54,22), the ground is expected to be white, but it is light grey.
  In (54,24), the ground is expected to be light grey, but it is white.
  In (54,28), the ground is expected to be white, but it is light grey.
  In (54,30), the ground is expected to be white, but it is light grey.
  In (54,31), the ground is expected to be light grey, but it is white.
  In (54,32), the ground is expected to be white, but it is light grey.
  In (54,38), the ground is expected to be light grey, but it is white.
  In (54,39), the ground is expected to be white, but it is light grey.
  In (54,41), the ground is expected to be white, but it is light grey.
  In (54,44), the ground is expected to be white, but it is light grey.
  In (54,45), the ground is expected to be light grey, but it is white.
  In (54,46), the ground is expected to be white, but it is light grey.
  In (54,52), the ground is expected to be light grey, but it is white.
  In (54,54), the ground is expected to be white, but it is light grey.
  In (54,56), the ground is expected to be white, but it is light grey.
  In (54,59), the ground is expected to be light grey, but it is white.
  In (55,2), the ground is expected to be light grey, but it is white.
  In (55,4), the ground is expected to be light grey, but it is white.
  In (55,9), the ground is expected to be light grey, but it is white.
  In (55,11), the ground is expected to be light grey, but it is white.
  In (55,16), the ground is expected to be light grey, but it is white.
  In (55,18), the ground is expected to be light grey, but it is white.
  In (55,19), the ground is expected to be white, but it is light grey.
  In (55,21), the ground is expected to be white, but it is light grey.
  In (55,23), the ground is expected to be light grey, but it is white.
  In (55,25), the ground is expected to be light grey, but it is white.
  In (55,29), the ground is expected to be white, but it is light grey.
  In (55,30), the ground is expected to be light grey, but it is white.
  In (55,31), the ground is expected to be white, but it is light grey.
  In (55,32), the ground is expected to be light grey, but it is white.
  In (55,37), the ground is expected to be light grey, but it is white.
  In (55,38), the ground is expected to be white, but it is light grey.
  In (55,39), the ground is expected to be light grey, but it is white.
  In (55,40), the ground is expected to be white, but it is light grey.
  In (55,42), the ground is expected to be white, but it is light grey.
  In (55,43), the ground is expected to be white, but it is light grey.
  In (55,44), the ground is expected to be light grey, but it is white.
  In (55,45), the ground is expected to be white, but it is light grey.
  In (55,46), the ground is expected to be light grey, but it is white.
  In (55,47), the ground is expected to be white, but it is light grey.
  In (55,51), the ground is expected to be light grey, but it is white.
  In (55,53), the ground is expected to be light grey, but it is white.
  In (55,54), the ground is expected to be white, but it is light grey.
  In (55,56), the ground is expected to be white, but it is light grey.
  In (55,58), the ground is expected to be light grey, but it is white.
  In (55,60), the ground is expected to be light grey, but it is white.
  In (56,2), the ground is expected to be light grey, but it is white.
  In (56,4), the ground is expected to be light grey, but it is white.
  In (56,9), the ground is expected to be light grey, but it is white.
  In (56,11), the ground is expected to be light grey, but it is white.
  In (56,16), the ground is expected to be light grey, but it is white.
  In (56,20), the ground is expected to be white, but it is light grey.
  In (56,22), the ground is expected to be white, but it is light grey.
  In (56,23), the ground is expected to be light grey, but it is white.
  In (56,25), the ground is expected to be light grey, but it is white.
  In (56,29), the ground is expected to be white, but it is light grey.
  In (56,30), the ground is expected to be light grey, but it is white.
  In (56,31), the ground is expected to be white, but it is light grey.
  In (56,32), the ground is expected to be light grey, but it is white.
  In (56,37), the ground is expected to be light grey, but it is white.
  In (56,41), the ground is expected to be white, but it is light grey.
  In (56,51), the ground is expected to be light grey, but it is white.
  In (56,55), the ground is expected to be white, but it is light grey.
  In (56,57), the ground is expected to be white, but it is light grey.
  In (56,58), the ground is expected to be light grey, but it is white.
  In (56,60), the ground is expected to be light grey, but it is white.
  In (57,3), the ground is expected to be light grey, but it is white.
  In (57,10), the ground is expected to be light grey, but it is white.
  In (57,17), the ground is expected to be light grey, but it is white.
  In (57,19), the ground is expected to be white, but it is light grey.
  In (57,21), the ground is expected to be white, but it is light grey.
  In (57,24), the ground is expected to be light grey, but it is white.
  In (57,28), the ground is expected to be white, but it is light grey.
  In (57,30), the ground is expected to be white, but it is light grey.
  In (57,31), the ground is expected to be light grey, but it is white.
  In (57,32), the ground is expected to be white, but it is light grey.
  In (57,39), the ground is expected to be white, but it is light grey.
  In (57,40), the ground is expected to be white, but it is light grey.
  In (57,41), the ground is expected to be white, but it is light grey.
  In (57,42), the ground is expected to be white, but it is light grey.
  In (57,45), the ground is expected to be light grey, but it is white.
  In (57,52), the ground is expected to be light grey, but it is white.
  In (57,54), the ground is expected to be white, but it is light grey.
  In (57,56), the ground is expected to be white, but it is light grey.
  In (57,59), the ground is expected to be light grey, but it is white.
  In (58,0), the ground is expected to be light grey, but it is white.
  In (58,6), the ground is expected to be light grey, but it is white.
  In (58,7), the ground is expected to be light grey, but it is white.
  In (58,13), the ground is expected to be light grey, but it is white.
  In (58,14), the ground is expected to be light grey, but it is white.
  In (58,19), the ground is expected to be white, but it is light grey.
  In (58,20), the ground is expected to be light grey, but it is white.
  In (58,27), the ground is expected to be light grey, but it is white.
  In (58,28), the ground is expected to be light grey, but it is white.
  In (58,29), the ground is expected to be white, but it is light grey.
  In (58,31), the ground is expected to be white, but it is light grey.
  In (58,34), the ground is expected to be light grey, but it is white.
  In (58,35), the ground is expected to be light grey, but it is white.
  In (58,38), the ground is expected to be white, but it is light grey.
  In (58,39), the ground is expected to be white, but it is light grey.
  In (58,40), the ground is expected to be white, but it is light grey.
  In (58,48), the ground is expected to be light grey, but it is white.
  In (58,49), the ground is expected to be light grey, but it is white.
  In (58,53), the ground is expected to be white, but it is light grey.
  In (58,56), the ground is expected to be light grey, but it is white.
  In (58,57), the ground is expected to be white, but it is light grey.
  In (58,62), the ground is expected to be light grey, but it is white.
  In (59,1), the ground is expected to be light grey, but it is white.
  In (59,5), the ground is expected to be light grey, but it is white.
  In (59,8), the ground is expected to be light grey, but it is white.
  In (59,12), the ground is expected to be light grey, but it is white.
  In (59,15), the ground is expected to be light grey, but it is white.
  In (59,18), the ground is expected to be white, but it is light grey.
  In (59,19), the ground is expected to be light grey, but it is white.
  In (59,20), the ground is expected to be white, but it is light grey.
  In (59,26), the ground is expected to be light grey, but it is white.
  In (59,28), the ground is expected to be white, but it is light grey.
  In (59,29), the ground is expected to be light grey, but it is white.
  In (59,30), the ground is expected to be white, but it is light grey.
  In (59,32), the ground is expected to be white, but it is light grey.
  In (59,33), the ground is expected to be light grey, but it is white.
  In (59,36), the ground is expected to be light grey, but it is white.
  In (59,39), the ground is expected to be white, but it is light grey.
  In (59,40), the ground is expected to be light grey, but it is white.
  In (59,41), the ground is expected to be white, but it is light grey.
  In (59,43), the ground is expected to be light grey, but it is white.
  In (59,47), the ground is expected to be light grey, but it is white.
  In (59,50), the ground is expected to be light grey, but it is white.
  In (59,56), the ground is expected to be white, but it is light grey.
  In (59,57), the ground is expected to be light grey, but it is white.
  In (59,61), the ground is expected to be light grey, but it is white.
  In (60,0), the ground is expected to be light grey, but it is white.
  In (60,6), the ground is expected to be light grey, but it is white.
  In (60,7), the ground is expected to be light grey, but it is white.
  In (60,13), the ground is expected to be light grey, but it is white.
  In (60,14), the ground is expected to be light grey, but it is white.
  In (60,19), the ground is expected to be white, but it is light grey.
  In (60,20), the ground is expected to be light grey, but it is white.
  In (60,27), the ground is expected to be light grey, but it is white.
  In (60,28), the ground is expected to be light grey, but it is white.
  In (60,29), the ground is expected to be white, but it is light grey.
  In (60,31), the ground is expected to be white, but it is light grey.
  In (60,34), the ground is expected to be light grey, but it is white.
  In (60,35), the ground is expected to be light grey, but it is white.
  In (60,38), the ground is expected to be white, but it is light grey.
  In (60,40), the ground is expected to be white, but it is light grey.
  In (60,41), the ground is expected to be light grey, but it is white.
  In (60,48), the ground is expected to be light grey, but it is white.
  In (60,51), the ground is expected to be white, but it is light grey.
  In (60,55), the ground is expected to be light grey, but it is white.
  In (60,56), the ground is expected to be light grey, but it is white.
  In (60,62), the ground is expected to be light grey, but it is white.
  In (61,3), the ground is expected to be light grey, but it is white.
  In (61,10), the ground is expected to be light grey, but it is white.
  In (61,17), the ground is expected to be light grey, but it is white.
  In (61,18), the ground is expected to be white, but it is light grey.
  In (61,20), the ground is expected to be white, but it is light grey.
  In (61,22), the ground is expected to be white, but it is light grey.
  In (61,24), the ground is expected to be light grey, but it is white.
  In (61,29), the ground is expected to be white, but it is light grey.
  In (61,38), the ground is expected to be light grey, but it is white.
  In (61,39), the ground is expected to be white, but it is light grey.
  In (61,41), the ground is expected to be white, but it is light grey.
  In (61,45), the ground is expected to be light grey, but it is white.
  In (61,48), the ground is expected to be white, but it is light grey.
  In (61,50), the ground is expected to be white, but it is light grey.
  In (61,59), the ground is expected to be light grey, but it is white.
  In (62,2), the ground is expected to be light grey, but it is white.
  In (62,4), the ground is expected to be light grey, but it is white.
  In (62,9), the ground is expected to be light grey, but it is white.
  In (62,11), the ground is expected to be light grey, but it is white.
  In (62,16), the ground is expected to be light grey, but it is white.
  In (62,18), the ground is expected to be light grey, but it is white.
  In (62,19), the ground is expected to be white, but it is light grey.
  In (62,21), the ground is expected to be white, but it is light grey.
  In (62,23), the ground is expected to be light grey, but it is white.
  In (62,25), the ground is expected to be light grey, but it is white.
  In (62,28), the ground is expected to be white, but it is light grey.
  In (62,37), the ground is expected to be light grey, but it is white.
  In (62,38), the ground is expected to be white, but it is light grey.
  In (62,40), the ground is expected to be white, but it is light grey.
  In (62,41), the ground is expected to be white, but it is light grey.
  In (62,42), the ground is expected to be white, but it is light grey.
  In (62,44), the ground is expected to be light grey, but it is white.
  In (62,46), the ground is expected to be light grey, but it is white.
  In (62,49), the ground is expected to be white, but it is light grey.
  In (62,53), the ground is expected to be light grey, but it is white.
  In (62,58), the ground is expected to be light grey, but it is white.
  In (62,60), the ground is expected to be light grey, but it is white.
  Something is wrong about buggle 'Picasso':
    Its position is (45,22); expected: (0,62).

